QAQC,VisitNo,Boat,Crew,Location,Visit Date,Station,Weather,WindWaves,WindDirection,Tide,Secchi,SurfTemp,DO,SC,pH,Turbidity,Phycocyanin,Chlorophyll,FDOM,Microcystis,SondeNo,Wetland,DataQuality,QuestionableData,SiteComments
false,6026,Mudsucker,GN;GP,Liberty Island,04/04/2022,LIBE_UNK,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SW, 2=ebb,91,15.1,9.38, 236, 8.5, 6.5, 0.5, 0.58, 8.6, 1=absent, 1, Inside, , false, PHY12-LIBE: habitat morphology 1; sample depth 0.5m; water depth 1.8m
false,6027,Mudsucker,DMC;SH;GN;GP,Liberty Island,04/04/2022,LIBE_UNK,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,133,15.2,9.32, 255, 8.2, 1.8, 0.41, 0.38, 9.7, 1=absent, 1, Inside, , false, PHY11-LIBE: habitat morphology 1; sample depth 0.5m; water depth 1m
false,6058,Mudsucker,ED;GP;KS,Chipps Island,04/13/2022,CHIP-UNK,1=0-33% clouds,, W, 4=flood,20,14.7,9.65, 6767, 8.1, 36.3, 0.48, 0.42, 9.4, 1=absent, 1, Inside, , false, CHIP-03-2022  AMESHA brought back to lab to ID
false,6059,Mudsucker,JC;ED;GP;KS,Stairsteps-Liberty Cut,04/05/2022,STAI-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,,,7.52, 629, 8, 21.9, 0.22, 0.74, 12.4, 1=absent, 2, Inside, , false, not paired.
false,6060,Mudsucker,MA;ED;KMP;KS,Horseshoe Bend,04/18/2022,HORS-N,1=0-33% clouds,0=Calm; glassy, SW, 2=ebb,,15.6,9.54, 812, 7.9, 23.4, 0.53, 0.96, 8.2, 1=absent, 1, Inside, , false, gps #6 accuracy 3m  Paired? N
false,6061,Mudsucker,MA;ED;KMP;KS,Horseshoe Bend,04/18/2022,HORS-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,15.3,9.08, 965, 7.8, 35.8, 0.61, 0.89, 7.5, 1=absent, 1, Inside, , false, HORS-01-2022  no secchi  GPS #6 accuracy 5m  Paired? N
false,6062,Mudsucker,MA;ED;KMP;KS,Horseshoe Bend,04/18/2022,HORS-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,15.2,9.81, 804, 7.9, 10.3, 0.47, 0.56, 8.8, 1=absent, 1, Inside, , false, HORS-03-2022  no secchi  GPS #6 accuracy 4m  Paired? N
false,6063,Mudsucker,MA;ED;KMP;KS,Horseshoe Bend,04/18/2022,HORS-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,15.7,9.63, 934, 7.9, 63.7, 0.69, 1.14, 6.5, 1=absent, 1, Inside, , false, GPS #6 accuracy 3m  Paired? N  
false,6065,Mudsucker,MA;ED;KMP;KS,Stacys Island,04/18/2022,STAC-CH-N,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,16.1,9.54, 281, 8, 7.6, 0.44, 0.47, 12.5, 1=absent, 1, Inside, , false, WTIB-02-2022  GPS #6 accuracy 6m  Paired? Y
false,6068,Chinook,DMC;SH;GN;GP,Toe Drain,04/07/2022,TOED-S,1=0-33% clouds,0=Calm; glassy, N, 4=flood,40,18.7,7.96, 666, 8.2, 28.2, 0.44, 0.7, 15.9, 1=absent, 1, Inside, , false, point samples only; no site level veg recorded
false,6069,Chinook,DMC;SH;GN;GP,Stairsteps-Liberty Cut,04/07/2022,STAI-LIBE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,,18,9.45, 404, 8.5, 3.1, 0.28, 0.37, 13, 1=absent, 1, Inside, , false, no secchi; no point samples taken  PHY11-STAI-07APR2022: habitat morphology 1; depth 0.5 meters; water depth 6m 
false,6070,Chinook,DMC;SH;GN;GP,Stairsteps-Liberty Cut,04/07/2022,STAI-S,1=0-33% clouds,0=Calm; glassy, N, 2=ebb,180,17.7,8.28, 484, 7.9, 2.9, 0.39, 0.62, 17.1, 1=absent, 1, Inside, , false, Azolla found in neuston  PHY12-STAI-07APR2022: habitat morphology 1; sample depth 0.5m; water depth 3m
false,6071,Chinook,DMC;SH;GN;GP,Stairsteps-Liberty Cut,04/07/2022,STAI-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,129,17.6,7.81, 488, 7.9, 3.7, 0.4, 0.7, 16.9, 1=absent, 1, Inside, , false, 
false,6123,Mudsucker,DMC;SH;GN;GP;KMP,Decker Island,04/20/2022,DECK-CH-INT,1=0-33% clouds,0=Calm; glassy, , 1=high slack,50,15.8,8.44, 941, 7.4, 13.4, 0.22, 0.54, 7.6, 1=absent, 2, Inside, , false, no trawls taken
false,6124,Mudsucker,DMC;SH;GN;GP;KMP,Horseshoe Bend,04/20/2022,HORS-S,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,43,15.9,8.95, 2037, 7.5, 13.8, 0.21, 0.56, 8.3, 1=absent, 2, Inside, , false, 
false,6125,Mudsucker,DMC;SH;GN;GP;KMP,Horseshoe Bend,04/20/2022,HORS-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,,15.8,6.25, 605, 7.2, 9.5, 0.19, 0.39, 8.3, 1=absent, 2, Inside, , false, open water estimated from mid channel to one shore; could see a lot of SAV below us while towing
false,6126,Mudsucker,DMC;SH;GN;GP;KMP,Horseshoe Bend,04/20/2022,HORS-S,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,44,16.4,9.32, 1457, 7.6, 20, 0.19, 0.5, 7.6, 1=absent, 2, Inside, , false, 
true,4201,Mudsucker,JC;ED;DE;MMS,Stacys Island,03/17/2020,Z_OLD_STACYS,3=66-100% clouds,0=Calm; glassy, NA, 1=high slack,,14.4,10.4, 270, 9.5, , 0.4, 0.67, 16.4, 1=absent, 1, Outside, , false, Sample ID: PHY1; Gear type: 2; Gear ID: N/A; # of jars: 1; Jar Type: 4 oz; Depth ft:?; GPS1  Outside  Sonde # 1  Veg: SAV-20%; EICCRA-10%; TULES-60%; LUDWIG-10%; open water: 85%  FAV1: EICCRA-100%; health: 1;3;6  Fish in PG1: RAIKIL 31mm    Secchi 200+ not 200  Turb = -0.2. Dont use- it is negative
true,4202,Mudsucker,JC;ED;DE;MMS,Stacys Island,03/17/2020,Z_OLD_STACYS,2=33-66% clouds,0=Calm; glassy, NA, 2=ebb,185,14.1,9.8, 270, 9.4, , 3.3, 0.4, 16.6, 1=absent, 1, Outside, , false, Sample ID: PHY2; Habitat Type: 2; Gear ID: N/A; # of jars: N/A; Jar Type: N/A; Depth ft: N/A  Outside  Sonde # - 1  Veg: SAV-60%; TULE-35%; EICCRA-5%; open water-90%  SAV1: # of jars: 1; jar type: gal bag; EGEDEN-100%; health: 1;2  SR1: EGEDEN-100%; health: 1;2; mass(g): 4051  PG2: gear ID: 1; # of jars: 2; jar type: 500  Turbidity= -1.0 so not good- DSE06OCT2021
true,4203,Mudsucker,JC;ED;DE;MMS,Stacys Island,03/17/2020,Z_OLD_STACYS,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, NA, 2=ebb,200,14.1,9.7, 268, 9.7, , 0.32, 0.6, 16.7, 1=absent, 1, Outside, , false, Sample ID: PHY3; Hab Type: 2; GPS1  NUT1 dup; Habitat type: 2; Gear ID: 1; # of jars: 3; jar type: 1L; GPS1  Inside/ outside- Outside  Sonde # - 1  Veg: SAV-60%; TULE-35%; EICCRA-5%; open water: 90%  EAV1: # of jars: 1; jar type: 250; SCHCAL-15%; health: 1; SCHACU-85%; health: 1  Turbidity- -1.6 dont use- DSE06OCT2021
false,4561,Mudsucker,MA;JC;DE;SH;KMP;MMS,Lower Yolo Ranch,04/02/2021,Z_OLD_LOWER YOLO UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,32,17.9,8.05, 640, 8.1, 20.2, 0.26, 1.76, 13.9, 1=absent, 1, Inside, , false, 
false,4562,Mudsucker,MA;JC;DE;SH;KMP;MMS,Lower Yolo Ranch,04/02/2021,Z_OLD_LOWER YOLO UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,,19.4,8.64, 903, 8.3, 14.6, 0.07, 0.78, 0.9, 1=absent, 1, Inside, , false, 
false,4602,Mudsucker,DMC;DE;SH,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,19,18.1,5.4, 6351, 7.4, 47.4, 0.56, 3.08, 55.5, 1=absent, , , , false, Inside  Sonde 2  Veg % - Tule spp 20; cattail spp 10; PHRAUS 0; SAVGEN 70  Open water % - 90  
false,4603,Mudsucker,DMC;DE;SH,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,19.1,6.42, 6313, 7.6, 37.9, 0.38, 2.03, 50, 1=absent, , , , false, Inside  Sonde 2  Veg% - Tule spp 20; cattail spp 10; PHRAUS 0; SAVGEN 70  Open water% - 90
false,4604,Mudsucker,DMC;DE;SH,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,24,20.3,6.52, 6312, 7.6, 40.2, 0.43, 2.39, 51.9, 1=absent, , , , false, Inside  Sonde 2  Veg% - PHRAUS 50; TULE spp 30; SAVGEN 0; Cattail spp 20  Open water% - 40
false,4605,Mudsucker,DMC;NE;SH,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,0=Calm; glassy, SW, 2=ebb,32,20.7,6.68, 6364, 7.6, 39.1, 0.36, 1.98, 48, 1=absent, , , , false, Inside  Sonde 2  Veg% - Tule spp 100  Open water% - 0  Wide diameter - 986907 -> 982582 last 5min of MC trawl -> compare to zoop/mc - study 
false,4606,Mudsucker,DMC;DE;SH,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,21.1,7.15, 6382, 7.6, 43.8, 0.32, 1.98, 46.8, 1=absent, , , , false, Inside  Sonde 2  Veg% - tule spp 25; PHRAUS 75  Open water% - 100;  Wide diameter: 982577 - 978747; 5 min during zoop tow but apply to all (last set too)
false,4607,Mudsucker,DMC;DE;SH,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,,22,6.33, 6389, 7.5, 46.2, 0.47, 2.82, 51, 1=absent, , , , false, Inside  Sonde 2  Open water% - 100;  Wide diameter 978747 - 972017 5 min during zoop; zoop cod end got wrapped around line so perhaps backflow affected; wide diam 972017 - 969543 2min after mac
false,4608,SeaArk,ED;MMS,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,,21.7,6.97, 6381, 7.7, 40.3, 0.11, 1.94, 52.9, 1=absent, , , , false, Inside  Sonde 1  Veg% - sedge 45; SCHSPP 30; cattail 25  Open water % - 90  Sedge is river bulrush
false,4609,SeaArk,ED;MMS,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,23,20.7,5.83, 6340, 7.6, 36.2, 0.21, 2.23, 60.3, 1=absent, , , , false, Inside  Sonde 1  Veg% Cattail 100  Open water% 80
false,4610,SeaArk,ED;MMS,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,,22.2,7.57, 6366, 7.7, 38.6, 0.11, 2.25, 56.4, 1=absent, , , , false, Inside  Sonde 1  Veg% - sedge 80; schspp 20  Open water% - 95
false,4611,SeaArk,ED;MMS,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,23,20.5,6.5, 6333, 7.7, 40.9, 0.25, 2.07, , , , , , false, Inside  Sonde 1  Veg% PHRAG 100  Open water% - 60  Add Time Dan!   Fill in Chl filter lot Dan
false,4612,SeaArk,ED;MMS,Wings Landing,05/04/2021,Z_OLD_WING_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,23,20,6.34, 6300, 7.6, 36.7, 0.17, 2.04, 57.8, 1=absent, , , , false, Inside  Sonde 1  Veg % SCHSPP 50; Cattail 50  Open water% - 90
true,5041,Chinook,ED;DE;MMS,Horseshoe Bend,05/18/2021,HORS-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,68,18.9,8.8, 1270, 7.9, 8.4, 0.3, 0.4, 377.7, 1=absent, 1, Outside, , false, 
false,5873,Kvichak,JC;ED;DE;SH,Ryer Island,10/28/2021,Z_OLD_RYER_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,76,16.9,8.57, 7190, 7.6, 6.5, 0.28, 0.23, 8.6, 1=absent, 1, , , false, cod end - 60% full of peat/mud  paired with invert sample MAC flowmeter used 
false,5874,Kvichak,JC;ED;DE;SH,Ryer Island,10/28/2021,Z_OLD_RYER_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,94,17.5,9.51, 8518, 7.8, 6.9, 0.26, 0.24, 8.4, 1=absent, 1, , , false, unid clam brought back for ID; paired with invert MAC flowmeter used 
false,5881,Kvichak,DMC;ED;SH,Winter Island,11/01/2021,WINT-UNK,4=rain,1=wind 1-3 mph; scaley ripples, SE, 4=flood,37,16.1,7.61, 2196, 7.3, 24.7, 0.26, 0.62, 13.8, 1=absent, 2, , , false, cod end 50% full of filalg mud peat 
false,5923,Mudsucker,CB;JC;ED,Grizzly Bay,11/12/2021,GRIZ-UNK,5=fog,2= wind 4-7 mph; small wavelets, NE, 1=high slack,88,15.2,9.75, 12792, 7.8, 5.7, 0.37, 1.72, 12.6, 1=absent, 2, , , false, UNID larval fish inside jellyfish tentacles brought back for ID - label 2022_HC016
false,5924,Mudsucker,CB;JC;ED,Tule Red,11/12/2021,TULE-UNK,5=fog,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,90,15.3,8.97, 13295, 7.7, 7.8, 0.4, 1.56, 12.8, 1=absent, 2, , , false, 
false,6001,Mudsucker,JC;ED;GP;KS,Stairsteps-Liberty Cut,04/05/2022,STAI-UNK,1=0-33% clouds,, , 2=ebb,,17.4,7.61, 585, 8, 16, 0.15, 0.66, 12.3, 1=absent, 2, , , false, Wind waves; wind direction; and secchi not recorded 
true,4248,Mudsucker,MB;DE;MMS,Liberty Island,10/20/2020,Z_OLD_LIBE_UNK,1=0-33% clouds,0=Calm; glassy, NA, 1=high slack,,19.8,8.8, 166, 7, 1.7, 0.25, 0.41, 7, 1=absent, 1, Inside, , false, PHY1: habitat type: 3; # of jars: 1; jar type: amber; H2O depth: 4.2  NUT1: habitat type: 3; # of jars: 2; jar type: 1L; H2O depth: 4.2  Inside  Sonde 1  Veg: SAV-90%; CATTAILSSP; TULESPP; open water 10%  Veg comments: MAC1 - a fly snuck into the bottle - ask Michelle   SR1: 1 gal EGDEN-50%; health: 1;2; STUPEC-10%; health: 1; CERDEM-20% health: 1; MYRSPI-10%; health: 1;2; no veg: 10%  SAV1: 1 500ml; EGDEN-50%; health: 1;2; STUPEC-10%; health: 1; CERDEM-20% health: 1; MYRSPI-10%; health: 1;2; no veg: 10%  SR2: 1 gal; STUPEC-70%; health: 1; ELODEA-30%; health: 1;2; EGEDEN health: 1; no veg: 5%  SAV2: 1 500ml; STUPEC-70$; health: 1; ELODEA-30%; health: 1;2; EGEDEN health: 1; no veg: 5%  chl filter lot: 26915012  Nut filter lot: A2278126  EF1020B0585 blank  EF1020B0589 field blank
false,5941,Mudsucker,CB;JC;DE,Stairsteps-Liberty Cut,11/04/2021,STAI-UNK,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,43,16.6,3.53, 366, 7.2, 14.5, 0.2, 0.75, 25.9, 1=absent, 2, , , false, 
false,5942,Mudsucker,CB;JC;DE,Stairsteps-Liberty Cut,11/04/2021,STAI-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,39,17.3,5.18, 412, 7.3, 17.8, 0.21, 0.79, 25.4, 1=absent, 2, , , false, +1 River potato; net caught on bottom then boat. redo sample
false,4361,SeaArk,JC;DC;DE,Browns Island,06/28/2019,Z_OLD_BROW_UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,,,, , , , , , , 1=absent, , , , false, mass of standard 185 to 225  start time 0900
false,4381,SeaArk,JC;DC;DE,Winter Island,06/28/2019,Z_OLD_WINT_UNK,1=0-33% clouds,, W, 4=flood,,,, , , , , , , 1=absent, , , , false, Mass of standard 187 to 220
false,4383,SeaArk,JC;DC;DE,Winter Island,06/28/2019,Z_OLD_WINT_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, , 4=flood,,,, , , , , , , 1=absent, , , , false, INTERIOR samples: MASS OF STANDARD 201 TO 202
false,4384,SeaArk,JC;DC;DE,Winter Island,06/28/2019,Z_OLD_WINT_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NA, 4=flood,,,, , , , , , , 1=absent, , , , false, Mass of standard not taken  south winter sav rakes  just fil alg from  both SR44A + B  
false,5581,Kvichak,JC;ED;DE,Tule Red,10/28/2021,TULE-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,,17.2,8.53, 13694, 7.6, 6, 0.35, 0.46, 12.3, 1=absent, 1, Inside, , false, 
false,5871,Kvichak,JC;ED;DE;SH,Tule Red,10/28/2021,TULE-CH-LG-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,110,16.9,8.52, 13736, 7.6, 6.4, 0.37, 0.43, 11.9, 1=absent, 1, , , false, Paired with invert using MAC flowmeter 
false,5872,Kvichak,JC;ED;DE;SH,Tule Red,10/28/2021,TULE-CH-LG-NW,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,,17.2,8.53, 13694, 7.6, 6, 0.35, 0.46, 12.3, 1=absent, 1, , , false, water quality GPS 38.131284; -121.991218  paired with invert samples using MAC flowmeter 
false,5875,Kvichak,JC;ED;DE;SH,Ryer Island,10/28/2021,RYER-S,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,54,17.7,8.89, 8722, 7.6, 11.6, 0.27, 0.3, 8.6, 1=absent, 1, , , false, paired with invert MAC flowmeter used  too shallow; hopped down in epiphytic algae and mud 
false,5880,Kvichak,DMC;ED;SH,Winter Island,11/01/2021,WINT-UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SE, 4=flood,44,16,6.7, 2096, 7.1, 14.8, 0.19, 0.47, 15.8, 1=absent, 2, , , false, cod end 80% full of mud detritus veg 
false,5882,Kvichak,DMC;ED;SH,Winter Island,11/01/2021,WINT-UNK,4=rain,1=wind 1-3 mph; scaley ripples, SE, 4=flood,54,16.1,7.27, 1864, 7.2, 14.9, 0.21, 0.57, 15.6, 1=absent, , , , false, 
false,5901,Kvichak,DMC;ED;GU;SH,Horseshoe Bend,11/09/2021,HORS-UNK,4=rain,2= wind 4-7 mph; small wavelets, SE, 4=flood,48,15.6,7.85, 704, 7.3, 16.2, 0.36, 0.45, 20.8, 1=absent, 1, , , false, Guest : Keith Bouma-Gregson  *something* twisted at the end
false,6028,Chinook,CB;ED;KMP;KS,Liberty Island,04/04/2022,LIBE_UNK,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SW, 1=high slack,200,16.2,9.3, 240, 8.2, 4.2, 1.5, 0.33, 7.5, 1=absent, 2, Inside, , false, LIBE-01-2022  GPS #6 accuracy 4m  Paired?: Y  PPG taken with fish 
false,6029,Chinook,CB;ED;KMP;KS,Liberty Island,04/04/2022,LIBE_UNK,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,,16.1,9.7, 226, 8.1, 2.2, 0.15, 0.31, 7.6, 1=absent, 2, Inside, , false, LIBE-03-2022  GPS #6 accuracy 3m  Paired?: Y  secchi hit bottom
false,6030,Mudsucker,JC;ED;GP;KS,Flyway Farms,04/05/2022,YOLO-UNK,1=0-33% clouds,0=Calm; glassy, NW, 1=high slack,25,17.5,7.49, 659, 7.9, 31.6, 0.29, 0.88, 12.3, 1=absent, 2, Inside, , false, 
false,6031,Chinook,CB;ED;KMP;KS,Liberty Island,04/04/2022,LIBE_UNK,2=33-66% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,,16,10.03, 214, 8.1, 3.7, 0.16, 0.29, 7.1, 1=absent, 2, Inside, , false, LIBE-02-2022  GPS #6 accuracy   redo last tow but same area; first tow net twisted  redo second tow; last tow twisted again  last two not pulled in quickly enough; will redo another day
false,6032,Mudsucker,JC;ED;KMP;KS,Lower Yolo Ranch,04/06/2022,LOWE-CH-NE,1=0-33% clouds,0=Calm; glassy, N, 4=flood,34,15.6,8.22, 548, 7.9, 24.7, 0.23, 0.76, 11.7, 1=absent, 2, Inside, , false, LOWE-01-2022  GPS #6 accuracy 5m  
false,6047,Mudsucker,DMC;ED;GP;KS,Broad Slough,04/12/2022,BROA-INT,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,46,16.1,9.53, 2032, 7.8, 14.1, 0.26, 0.9, 9, 1=absent, 2, Inside, , false, BROA-01-2022  one inch hole in cod end; reattached 8 inch section of cod end to float line  GPS #5 accuracy 2m  Paired? N
false,6050,Mudsucker,JC;ED;GP;KS,Stairsteps-Liberty Cut,04/05/2022,STAI-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,41,16.8,7.82, 564, 8, 15.1, 0.2, 0.06, 12.4, 1=absent, 2, Inside, , false, 
false,6052,Mudsucker,JC;ED;GP;KS,Flyway Farms,04/05/2022,YOLO-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,28,17.5,7.82, 655, 7.9, 22.5, 0.26, 0.79, 12.8, 1=absent, 2, Inside, , false, 
false,6054,Mudsucker,ED;GP;KS,Chipps Island,04/13/2022,CHIP-UNK,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,24,15,9.02, 8277, 7.9, 36.5, 0.47, 0.56, 10.7, 1=absent, 1, Inside, , false, CHIP-01-2022
false,6055,Mudsucker,ED;GP;KS,Honker-Spoonbill,04/13/2022,HONK-SPOON,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,18,14.1,9.48, 8365, 8, 74.7, 0.66, 0.79, 8.5, 1=absent, 1, Inside, , false, Less than 100 mysids  GPS #6 accuracy 3m  Paired?: N
false,6056,Mudsucker,ED;GP;KS,Chipps Island,04/13/2022,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,16,14.1,9.61, 8138, 8, 64.2, 0.66, 0.77, 8.8, 1=absent, 1, Inside, , false, CHIP-02-2022: right next to CHIP-01 and CHIP-04  GPS #6 accuracy 3m  Paired? N
false,6074,Chinook,DMC;SH;GN;GP,Toe Drain,04/07/2022,TOED-N,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,29,19.4,6.58, 839, 8, 18.2, 0.33, 0.93, 20.4, 1=absent, 1, Inside, , false, 
false,6075,Chinook,DMC;SH;GN;GP,Toe Drain,04/07/2022,TOED-N,1=0-33% clouds,0=Calm; glassy, N, 2=ebb,33,19.3,6.86, 898, 8, 19.1, 0.37, 1.05, 21.4, 1=absent, 1, Inside, , false, PHY14-TOED-07APR2022: habitat morphology 1; sample depth 0.5m; water depth 4m
false,6076,Chinook,DMC;SH;GN;GP,Stairsteps-Liberty Cut,04/07/2022,STAI-N,1=0-33% clouds,0=Calm; glassy, N, 4=flood,39,18.1,7.84, 588, 8.1, 17.7, 0.38, 0.66, 14.8, 1=absent, 1, Inside, , false, point samples only
false,6077,Chinook,GN;GP,Toe Drain,04/07/2022,TOED-S,1=0-33% clouds,0=Calm; glassy, N, 4=flood,38,18.7,8.3, 642, 8.3, 19.9, 0.38, 0.64, 16, 1=absent, 1, Inside, , false, point samples only
false,4928,Mudsucker,MA;DE;MMS,Chipps Island,04/23/2021,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,28,15.3,9.39, 9310, 7.9, 43.5, 0.3, 0.67, 8.7, 1=absent, , , , false, Inside  Sonde #2  Veg% - Cattail 50; Tule 50 open water% -85
false,4929,Mudsucker,,Ryer Island,04/23/2021,Z_OLD_RYER_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,30,16.4,9.22, 11914, 8, 24.8, 0.19, 0.58, 9.6, 1=absent, , , , false, Inside  Sonde 2  Veg % - PHRAG 100; Tules trace; FILAG trace open water %- 90  EAV3/PPG1 = 1042  EAV3;PPG1; EAV4; PPG2: some water quality  EAV4; PPG2 = 1102
false,4930,Mudsucker,MA;DE;M. Hil;JM;MMS,Chipps Island,04/23/2021,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,24,15.2,9.33, 9182, 7.9, 31.1, 0.26, 0.62, 9.9, 1=absent, , , , false, Inside  Sonde 2  Veg % - Tule 30; Stuckenia 5; Cattail 65 open water % - 80
false,4931,Mudsucker,MA;DE;M. Hil;JM;MMS,Ryer Island,04/23/2021,Z_OLD_RYER_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,38,17,9.19, 12042, 8, 18.9, 0.28, 0.61, 9.7, 1=absent, , , , false, Inside  Sonde 2  Veg % - PHRAG 60; SCHSPP 45; Cattail 5 open water% - 80  Fish in MAC1    PHY1-RYER  GPS 1
false,4932,Mudsucker,MA;DE;MMS,Ryer Island,04/23/2021,Z_OLD_RYER_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,40,16.8,9.16, 12950, 8, 18.5, 0.19, 0.7, 9.8, 1=absent, , , , false, Inside  Sonde 2  Veg% - Tule 100 open water %- 80    PHY2 -RYER  depth 0.5 ft  GPS1
false,4933,Mudsucker,MA;DE;MMS,Ryer Island,04/23/2021,Z_OLD_RYER_UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,38,17.3,9.21, 14674, 8, 16.5, 0.26, 0.85, 10.1, 1=absent, , , , false, Inside  Sonde 2  Veg% - PHRAG 75; Tule 20; Cattail 5 open water % -90    PHY3-RYER  depth 5 ft
true,4221,Mudsucker,JC;ED;DE;MMS,Horseshoe Bend,03/17/2020,Z_OLD_HORS_UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,14,9.8, 286, 7.2, , 0.29, 0.4, 10.6, 1=absent, 1, Inside, , false, Inside/ outside- Inside  Sonde # -1  Depth (ft)-8.0 (circled in datasheet)  Vegetation % / Open water % - SAV 95%; Tules 5%; Open water no veg 95%  Turbidity NTU:  -0.52  PHY6-HORS-17MAR2020; Habitat type-2; sample depth 4.5; Lat /Long- 38.08921; 121.71066    Secchi- 200+
